deck_id,card_id
3287,26000001
3290,26000001
3292,26000001
3303,26000001
3330,26000001
3384,26000001
3390,26000001
3437,26000001
3451,26000001
3466,26000001
3490,26000001
3497,26000001
3510,26000001
3515,26000001
3516,26000001
3524,26000001
3578,26000001
3579,26000001
3584,26000001
3612,26000001
3631,26000001
3648,26000001
3663,26000001
3668,26000001
3698,26000001
3707,26000001
3713,26000001
3721,26000001
3743,26000001
3749,26000001
3762,26000001
3763,26000001
3771,26000001
3775,26000001
3778,26000001
3780,26000001
3782,26000001
3786,26000001
3810,26000001
3887,26000001
3923,26000001
3926,26000001
3927,26000001
3930,26000001
3942,26000001
3985,26000001
4010,26000001
4035,26000001
4072,26000001
4109,26000001
4132,26000001
4140,26000001
4169,26000001
4194,26000001
4238,26000001
4240,26000001
4303,26000001
13,26000002
69,26000002
225,26000002
228,26000002
340,26000002
369,26000002
403,26000002
407,26000002
409,26000002
504,26000002
593,26000002
603,26000002
620,26000002
640,26000002
665,26000002
673,26000002
732,26000002
757,26000002
765,26000002
768,26000002
771,26000002
773,26000002
793,26000002
838,26000002
853,26000002
857,26000002
875,26000002
887,26000002
923,26000002
947,26000002
1008,26000002
1012,26000002
1019,26000002
1040,26000002
1098,26000002
1102,26000002
1124,26000002
1126,26000002
1161,26000002
1164,26000002
1173,26000002
1241,26000002
1257,26000002
1260,26000002
1263,26000002
1305,26000002
1311,26000002
1327,26000002
1328,26000002
1353,26000002
1368,26000002
1421,26000002
1424,26000002
1469,26000002
1488,26000002
1532,26000002
1543,26000002
1561,26000002
1566,26000002
1577,26000002
1582,26000002
1583,26000002
1591,26000002
1623,26000002
1733,26000002
1767,26000002
1857,26000002
1884,26000002
1900,26000002
1921,26000002
1936,26000002
1941,26000002
1972,26000002
2015,26000002
2045,26000002
2063,26000002
2064,26000002
2123,26000002
2154,26000002
2155,26000002
2164,26000002
2181,26000002
2188,26000002
2193,26000002
2198,26000002
2205,26000002
2244,26000002
2259,26000002
2315,26000002
2357,26000002
2359,26000002
2363,26000002
2371,26000002
2374,26000002
2393,26000002
2417,26000002
2430,26000002
2447,26000002
2455,26000002
2499,26000002
2513,26000002
2606,26000002
2625,26000002
2660,26000002
2663,26000002
2686,26000002
2696,26000002
2758,26000002
2760,26000002
2769,26000002
2773,26000002
2780,26000002
2790,26000002
2967,26000002
2968,26000002
2979,26000002
2988,26000002
3078,26000002
3085,26000002
3124,26000002
3148,26000002
3167,26000002
3171,26000002
3177,26000002
3193,26000002
3200,26000002
3244,26000002
3259,26000002
3292,26000002
3315,26000002
3318,26000002
3323,26000002
3335,26000002
3343,26000002
3351,26000002
3358,26000002
3366,26000002
3371,26000002
3386,26000002
3392,26000002
3410,26000002
3470,26000002
3498,26000002
3528,26000002
3543,26000002
3665,26000002
3715,26000002
3730,26000002
3789,26000002
3794,26000002
3806,26000002
3808,26000002
3810,26000002
3812,26000002
3823,26000002
3832,26000002
3841,26000002
3865,26000002
3940,26000002
3942,26000002
3945,26000002
3947,26000002
3951,26000002
3960,26000002
3969,26000002
3971,26000002
4003,26000002
4086,26000002
4204,26000002
4242,26000002
4286,26000002
12,26000003
103,26000003
159,26000003
244,26000003
260,26000003
291,26000003
310,26000003
341,26000003
399,26000003
405,26000003
415,26000003
458,26000003
460,26000003
461,26000003
486,26000003
503,26000003
506,26000003
509,26000003
510,26000003
516,26000003
517,26000003
525,26000003
551,26000003
593,26000003
600,26000003
616,26000003
647,26000003
655,26000003
706,26000003
714,26000003
717,26000003
758,26000003
774,26000003
804,26000003
840,26000003
855,26000003
858,26000003
867,26000003
884,26000003
899,26000003
957,26000003
967,26000003
980,26000003
1009,26000003
1046,26000003
1054,26000003
1084,26000003
1097,26000003
1098,26000003
1126,26000003
1194,26000003
1222,26000003
1227,26000003
1229,26000003
1236,26000003
1247,26000003
1255,26000003
1261,26000003
1276,26000003
1324,26000003
1326,26000003
1333,26000003
1336,26000003
1343,26000003
1353,26000003
1400,26000003
1408,26000003
1412,26000003
1422,26000003
1440,26000003
1447,26000003
1547,26000003
1562,26000003
1577,26000003
1588,26000003
1592,26000003
1611,26000003
1613,26000003
1617,26000003
1679,26000003
1683,26000003
1687,26000003
1698,26000003
1711,26000003
1713,26000003
1717,26000003
1719,26000003
1721,26000003
1796,26000003
1867,26000003
1882,26000003
1889,26000003
1920,26000003
1999,26000003
2166,26000003
2171,26000003
2174,26000003
2194,26000003
2218,26000003
2263,26000003
2291,26000003
2320,26000003
2363,26000003
2377,26000003
2390,26000003
2392,26000003
2400,26000003
2406,26000003
2407,26000003
2418,26000003
2427,26000003
2476,26000003
2511,26000003
2516,26000003
2587,26000003
2598,26000003
2606,26000003
2628,26000003
2631,26000003
2636,26000003
2656,26000003
2664,26000003
2673,26000003
2716,26000003
2739,26000003
2741,26000003
2759,26000003
2762,26000003
2763,26000003
2767,26000003
2771,26000003
2773,26000003
2856,26000003
2873,26000003
2875,26000003
2882,26000003
2885,26000003
2891,26000003
2894,26000003
2980,26000003
2983,26000003
2989,26000003
2992,26000003
3029,26000003
3087,26000003
3099,26000003
3100,26000003
3101,26000003
3130,26000003
3163,26000003
3175,26000003
3196,26000003
3210,26000003
3254,26000003
3287,26000003
3299,26000003
3313,26000003
3322,26000003
3331,26000003
3350,26000003
3361,26000003
3366,26000003
3457,26000003
3465,26000003
3468,26000003
3506,26000003
3524,26000003
3544,26000003
3609,26000003
3631,26000003
3652,26000003
3658,26000003
3689,26000003
3706,26000003
3709,26000003
3712,26000003
3719,26000003
3732,26000003
3778,26000003
3782,26000003
3784,26000003
3785,26000003
3792,26000003
3798,26000003
3802,26000003
3826,26000003
3831,26000003
3833,26000003
3841,26000003
3846,26000003
3856,26000003
3864,26000003
3871,26000003
3940,26000003
3942,26000003
3961,26000003
3995,26000003
4029,26000003
4050,26000003
4118,26000003
4139,26000003
4168,26000003
4176,26000003
4200,26000003
4201,26000003
4213,26000003
4216,26000003
4222,26000003
4244,26000003
4254,26000003
4303,26000003
5,26000004
13,26000004
14,26000004
23,26000004
44,26000004
49,26000004
50,26000004
56,26000004
75,26000004
76,26000004
79,26000004
80,26000004
99,26000004
101,26000004
104,26000004
110,26000004
113,26000004
116,26000004
134,26000004
146,26000004
161,26000004
176,26000004
180,26000004
181,26000004
189,26000004
202,26000004
215,26000004
219,26000004
241,26000004
248,26000004
256,26000004
263,26000004
264,26000004
266,26000004
268,26000004
269,26000004
273,26000004
278,26000004
283,26000004
284,26000004
290,26000004
298,26000004
303,26000004
308,26000004
320,26000004
322,26000004
334,26000004
348,26000004
359,26000004
364,26000004
365,26000004
380,26000004
384,26000004
385,26000004
414,26000004
419,26000004
429,26000004
434,26000004
444,26000004
468,26000004
469,26000004
471,26000004
472,26000004
475,26000004
477,26000004
480,26000004
483,26000004
489,26000004
497,26000004
515,26000004
516,26000004
538,26000004
541,26000004
545,26000004
548,26000004
553,26000004
555,26000004
571,26000004
575,26000004
581,26000004
591,26000004
592,26000004
599,26000004
618,26000004
634,26000004
637,26000004
643,26000004
650,26000004
668,26000004
671,26000004
677,26000004
679,26000004
681,26000004
692,26000004
695,26000004
722,26000004
728,26000004
737,26000004
779,26000004
791,26000004
794,26000004
812,26000004
844,26000004
850,26000004
868,26000004
879,26000004
907,26000004
908,26000004
910,26000004
923,26000004
961,26000004
962,26000004
965,26000004
967,26000004
975,26000004
982,26000004
991,26000004
1008,26000004
1012,26000004
1040,26000004
1047,26000004
1070,26000004
1087,26000004
1089,26000004
1101,26000004
1109,26000004
1130,26000004
1143,26000004
1188,26000004
1203,26000004
1211,26000004
1215,26000004
1231,26000004
1278,26000004
1290,26000004
1299,26000004
1350,26000004
1352,26000004
1376,26000004
1378,26000004
1381,26000004
1385,26000004
1392,26000004
1395,26000004
1402,26000004
1403,26000004
1405,26000004
1406,26000004
1411,26000004
1414,26000004
1416,26000004
1443,26000004
1445,26000004
1496,26000004
1504,26000004
1507,26000004
1512,26000004
1522,26000004
1604,26000004
1605,26000004
1633,26000004
1634,26000004
1642,26000004
1643,26000004
1657,26000004
1660,26000004
1661,26000004
1662,26000004
1669,26000004
1682,26000004
1690,26000004
1708,26000004
1716,26000004
1736,26000004
1739,26000004
1744,26000004
1747,26000004
1757,26000004
1766,26000004
1790,26000004
1803,26000004
1806,26000004
1809,26000004
1817,26000004
1825,26000004
1830,26000004
1850,26000004
1858,26000004
1875,26000004
1877,26000004
1883,26000004
1884,26000004
1887,26000004
1890,26000004
1891,26000004
1903,26000004
1907,26000004
1908,26000004
1913,26000004
1921,26000004
1929,26000004
1967,26000004
1995,26000004
2012,26000004
2014,26000004
2015,26000004
2043,26000004
2057,26000004
2059,26000004
2069,26000004
2075,26000004
2077,26000004
2084,26000004
2087,26000004
2102,26000004
2118,26000004
2128,26000004
2152,26000004
2210,26000004
2220,26000004
2221,26000004
2223,26000004
2224,26000004
2227,26000004
2232,26000004
2237,26000004
2247,26000004
2248,26000004
2289,26000004
2293,26000004
2301,26000004
2303,26000004
2305,26000004
2306,26000004
2327,26000004
2334,26000004
2339,26000004
2347,26000004
2352,26000004
2353,26000004
2358,26000004
2382,26000004
2384,26000004
2409,26000004
2413,26000004
2441,26000004
2454,26000004
2465,26000004
2470,26000004
2475,26000004
2478,26000004
2482,26000004
2522,26000004
2537,26000004
2541,26000004
2547,26000004
2548,26000004
2553,26000004
2554,26000004
2567,26000004
2575,26000004
2596,26000004
2598,26000004
2612,26000004
2618,26000004
2622,26000004
2637,26000004
2643,26000004
2675,26000004
2689,26000004
2703,26000004
2706,26000004
2708,26000004
2716,26000004
2717,26000004
2718,26000004
2719,26000004
2721,26000004
2725,26000004
2728,26000004
2731,26000004
2733,26000004
2735,26000004
2737,26000004
2740,26000004
2741,26000004
2759,26000004
2777,26000004
2807,26000004
2811,26000004
2814,26000004
2816,26000004
2818,26000004
2835,26000004
2850,26000004
2860,26000004
2862,26000004
2869,26000004
2892,26000004
2896,26000004
2915,26000004
2927,26000004
2928,26000004
2931,26000004
2933,26000004
2941,26000004
2970,26000004
2972,26000004
2980,26000004
3048,26000004
3049,26000004
3053,26000004
3056,26000004
3059,26000004
3061,26000004
3065,26000004
3070,26000004
3072,26000004
3073,26000004
3092,26000004
3095,26000004
3104,26000004
3110,26000004
3111,26000004
3115,26000004
3117,26000004
3120,26000004
3124,26000004
3131,26000004
3145,26000004
3151,26000004
3169,26000004
3172,26000004
3202,26000004
3218,26000004
3222,26000004
3225,26000004
3270,26000004
3271,26000004
3275,26000004
3279,26000004
3286,26000004
3304,26000004
3355,26000004
3368,26000004
3374,26000004
3423,26000004
3424,26000004
3425,26000004
3442,26000004
3450,26000004
3480,26000004
3487,26000004
3496,26000004
3499,26000004
3508,26000004
3536,26000004
3552,26000004
3562,26000004
3596,26000004
3613,26000004
3614,26000004
3619,26000004
3624,26000004
3640,26000004
3677,26000004
3680,26000004
3729,26000004
3735,26000004
3746,26000004
3784,26000004
3808,26000004
3815,26000004
3823,26000004
3849,26000004
3873,26000004
3890,26000004
3894,26000004
3904,26000004
3908,26000004
3910,26000004
3918,26000004
3920,26000004
3923,26000004
3944,26000004
3949,26000004
3969,26000004
3971,26000004
4000,26000004
4018,26000004
4024,26000004
4025,26000004
4031,26000004
4034,26000004
4042,26000004
4044,26000004
4046,26000004
4051,26000004
4053,26000004
4073,26000004
4075,26000004
4077,26000004
4087,26000004
4100,26000004
4106,26000004
4117,26000004
4149,26000004
4150,26000004
4163,26000004
4184,26000004
4199,26000004
4214,26000004
4219,26000004
4220,26000004
4228,26000004
4236,26000004
4237,26000004
4254,26000004
4257,26000004
4273,26000004
4275,26000004
4283,26000004
4289,26000004
4292,26000004
4312,26000004
25,26000005
75,26000005
238,26000005
260,26000005
273,26000005
286,26000005
293,26000005
346,26000005
399,26000005
434,26000005
451,26000005
460,26000005
497,26000005
503,26000005
506,26000005
522,26000005
523,26000005
525,26000005
527,26000005
537,26000005
546,26000005
579,26000005
616,26000005
617,26000005
618,26000005
620,26000005
622,26000005
624,26000005
641,26000005
649,26000005
678,26000005
689,26000005
698,26000005
710,26000005
714,26000005
717,26000005
719,26000005
721,26000005
754,26000005
757,26000005
759,26000005
762,26000005
764,26000005
774,26000005
788,26000005
795,26000005
801,26000005
806,26000005
809,26000005
824,26000005
840,26000005
860,26000005
867,26000005
893,26000005
895,26000005
897,26000005
904,26000005
908,26000005
913,26000005
951,26000005
1011,26000005
1027,26000005
1046,26000005
1069,26000005
1102,26000005
1109,26000005
1145,26000005
1149,26000005
1151,26000005
1158,26000005
1164,26000005
1167,26000005
1173,26000005
1212,26000005
1222,26000005
1223,26000005
1231,26000005
1237,26000005
1239,26000005
1250,26000005
1262,26000005
1285,26000005
1302,26000005
1308,26000005
1322,26000005
1339,26000005
1347,26000005
1360,26000005
1368,26000005
1378,26000005
1400,26000005
1494,26000005
1502,26000005
1518,26000005
1537,26000005
1545,26000005
1551,26000005
1558,26000005
1569,26000005
1574,26000005
1575,26000005
1586,26000005
1588,26000005
1592,26000005
1594,26000005
1610,26000005
1611,26000005
1613,26000005
1636,26000005
1641,26000005
1643,26000005
1693,26000005
1695,26000005
1698,26000005
1733,26000005
1742,26000005
1744,26000005
1760,26000005
1800,26000005
1818,26000005
1852,26000005
1857,26000005
1859,26000005
1861,26000005
1869,26000005
1872,26000005
1878,26000005
1885,26000005
1888,26000005
1892,26000005
1895,26000005
1911,26000005
1948,26000005
1985,26000005
1995,26000005
2008,26000005
2022,26000005
2058,26000005
2061,26000005
2078,26000005
2079,26000005
2103,26000005
2121,26000005
2152,26000005
2175,26000005
2179,26000005
2188,26000005
2228,26000005
2237,26000005
2253,26000005
2312,26000005
2316,26000005
2324,26000005
2353,26000005
2367,26000005
2386,26000005
2387,26000005
2432,26000005
2450,26000005
2465,26000005
2469,26000005
2484,26000005
2496,26000005
2506,26000005
2512,26000005
2516,26000005
2519,26000005
2521,26000005
2547,26000005
2562,26000005
2574,26000005
2585,26000005
2586,26000005
2614,26000005
2628,26000005
2651,26000005
2656,26000005
2659,26000005
2665,26000005
2671,26000005
2675,26000005
2676,26000005
2693,26000005
2697,26000005
2702,26000005
2722,26000005
2740,26000005
2749,26000005
2770,26000005
2790,26000005
2791,26000005
2794,26000005
2802,26000005
2815,26000005
2824,26000005
2841,26000005
2849,26000005
2854,26000005
2872,26000005
2873,26000005
2875,26000005
2882,26000005
2885,26000005
2889,26000005
2892,26000005
2948,26000005
2954,26000005
2967,26000005
2987,26000005
2994,26000005
2997,26000005
3006,26000005
3028,26000005
3075,26000005
3077,26000005
3082,26000005
3084,26000005
3087,26000005
3100,26000005
3103,26000005
3106,26000005
3107,26000005
3114,26000005
3145,26000005
3166,26000005
3179,26000005
3187,26000005
3197,26000005
3200,26000005
3202,26000005
3229,26000005
3242,26000005
3245,26000005
3315,26000005
3320,26000005
3330,26000005
3383,26000005
3394,26000005
3396,26000005
3403,26000005
3433,26000005
3459,26000005
3500,26000005
3504,26000005
3511,26000005
3517,26000005
3522,26000005
3534,26000005
3590,26000005
3594,26000005
3609,26000005
3636,26000005
3644,26000005
3646,26000005
3687,26000005
3705,26000005
3709,26000005
3712,26000005
3716,26000005
3718,26000005
3729,26000005
3759,26000005
3764,26000005
3782,26000005
3786,26000005
3787,26000005
3792,26000005
3806,26000005
3829,26000005
3835,26000005
3847,26000005
3856,26000005
3935,26000005
3951,26000005
3966,26000005
3978,26000005
3983,26000005
3986,26000005
3996,26000005
4003,26000005
4050,26000005
4067,26000005
