battle_id,team_side,player_tag,deck_id,starting_trophies,trophy_change,crowns,is_winner
04d35a3287e2a83ecaba686d807eb706,0,#UJ82800RP,1387,,,1,0
04d35a3287e2a83ecaba686d807eb706,1,#UVQV0J2GR,541,2,1,2,1
04ead3269dce3b39bdc6ea86a6b52d1e,0,#90U8RQJ09,1126,1,,0,0
04ead3269dce3b39bdc6ea86a6b52d1e,1,#VR92YJC2L,1127,1,1,1,1
04f3a6d927441da8768e226a061739da,0,#20GLQ89U2R,2915,1,1,1,1
04f3a6d927441da8768e226a061739da,1,#UJV2Q0GGQ,2916,,,0,0
04f3c39a3a26d9f8e8956635439e5d2a,0,#YL2LLRPC9,170,3,1,3,1
04f3c39a3a26d9f8e8956635439e5d2a,1,#2QUVVJG,1812,2,,2,0
0501586a2dcf83773b5f75c574afa44a,0,#UV0GJJUCG,,,,3,1
0501586a2dcf83773b5f75c574afa44a,1,#209GRQGPJR,1275,3829,,0,0
052fcfad625ba0f7f79756624ecf4862,0,#9JPG98PGG,3426,,,1,1
052fcfad625ba0f7f79756624ecf4862,1,#CYGL92RJQ,3438,,,0,0
057109a28329e881f351a40a8f3fea35,0,#JRJ9RQPVQ,553,3,1,1,1
057109a28329e881f351a40a8f3fea35,1,#VQRJU0CRY,3049,3,,0,0
0587d2d1e7411dbff2ec95167359661f,0,#JP9GCLYGP,2317,3,,0,0
0587d2d1e7411dbff2ec95167359661f,1,#C28VCQJPV,2318,5,1,1,1
058b6d8268838006168299406e9a1ea1,0,#8PR98UC08,3641,,30,2,1
058b6d8268838006168299406e9a1ea1,1,#29UUR2Y09,17,,,1,0
05a718b9e08abace841b62bbfa612048,0,#UJYGLVU0L,1632,,,0,0
05a718b9e08abace841b62bbfa612048,1,#VCLY0CCGU,1634,,,3,1
05aabc262c211d3ac056aaebda2732ce,0,#8PURYVPQL,,,,3,1
05aabc262c211d3ac056aaebda2732ce,1,#PR90PRGP,2859,10000,,0,0
05feb58e251e2c64b33833ada5441191,0,#CCRVCJ2YC,1308,1,,0,0
05feb58e251e2c64b33833ada5441191,1,#VLGU2C0C8,1309,5,1,1,1
06141dae81fb307a28787c970e2691f9,0,#LJGUGQRPY,256,10000,,0,0
06141dae81fb307a28787c970e2691f9,1,#CVYVQYLPG,2147,8588,,1,1
06226f5985cc400ca6234ea8b75b2dcc,0,#GC00GU2VV,382,10030,30,3,1
06226f5985cc400ca6234ea8b75b2dcc,1,#RGLQQYJVY,3378,10030,-30,0,0
06324c6ddd5465fa84855c73cfa4d4b8,0,#8LPJR8YC2,,,,3,1
06324c6ddd5465fa84855c73cfa4d4b8,1,#PRCU00G2,2057,9731,,0,0
065eb2b072bfd64db8e87cf723d3e920,0,#V0QV2GLGC,317,4600,30,1,1
065eb2b072bfd64db8e87cf723d3e920,1,#VJUVJRQLU,3306,4600,,0,0
067309a7549320193c0c7c97aea13fe2,0,#8VVPPLVL,64,,1,1,1
067309a7549320193c0c7c97aea13fe2,1,#9RQUYC00R,92,,,0,0
06a68da63e44b98b8020786207233dff,0,#8C0QC8RQ2,418,10000,150,3,1
06a68da63e44b98b8020786207233dff,1,#20CG9LQ0CR,2079,10000,,0,0
06bb010ca8fb35057c9f1c129d4001f5,0,#902PCG9V2,1563,19,,0,0
06bb010ca8fb35057c9f1c129d4001f5,1,#2JUYPPGGV,1564,16,1,3,1
06c4725080cf75686a501e4cd9c980cf,0,#U9PYL2CCJ,285,6102,-29,0,0
06c4725080cf75686a501e4cd9c980cf,1,#VR0RYP809,2805,6113,29,1,1
06cc96f1d8b5a69e32d237bd36ee7e98,0,#P2GRVQGVU,125,,,0,0
06cc96f1d8b5a69e32d237bd36ee7e98,1,#V2GL9CYL9,4037,1,1,1,1
06d727927a35c21546d9d5dafe1e1d20,0,#8902Y88LG,2449,3,1,1,1
06d727927a35c21546d9d5dafe1e1d20,1,#8PJQV2UU,2450,2,,0,0
0706369832e23592e4e55ac90a4b7331,0,#8Q9QJV22,,,,3,1
0706369832e23592e4e55ac90a4b7331,1,#20QVR20UC,638,10000,,0,0
0707bd884210bb880665086f40f7b1ff,0,#UVYGV9G98,1161,,1,1,1
0707bd884210bb880665086f40f7b1ff,1,#CCY822UJ0,1162,,,0,0
0718fd67fac4378de21d9847400ccee2,0,#J8YYY88YG,2000,10090,-27,0,0
0718fd67fac4378de21d9847400ccee2,1,#GCR9QLR,2027,10116,27,1,1
0719ff7edb942de0fa49576e9b58fce4,0,#U9UQPPGP9,500,8226,31,1,1
0719ff7edb942de0fa49576e9b58fce4,1,#UGYUU9RJJ,2092,8240,-31,0,0
0729dae9536b1b937e04be2580a93f9a,0,#GC00GU2VV,3404,13650,150,2,1
0729dae9536b1b937e04be2580a93f9a,1,#VQ0YYUP9L,517,13650,-150,0,0
073f59a981c7b088758c5d7fd5333b8a,0,#JJVYVRU0J,251,,,0,0
073f59a981c7b088758c5d7fd5333b8a,1,#88YVUJ98,1002,,30,1,1
0740d4185013cd678bd5d050bb75c5ad,0,#8J2PLV9Y,47,1,1,3,1
0740d4185013cd678bd5d050bb75c5ad,1,#2QJ9P009U,4317,,,0,0
075c9061b9c63ab372cf87041ca7ee05,0,#UJLJPR8RQ,300,5731,-27,0,0
075c9061b9c63ab372cf87041ca7ee05,1,#20LV9RQCY0,4280,5759,27,1,1
076825f91b486d7a5e6ee04158f86652,0,#902PCG9V2,1583,13,1,1,1
076825f91b486d7a5e6ee04158f86652,1,#Y90L9QRY2,1584,7,,0,0
07793b2c2868d39c8863972850ae621b,0,#PLQ8V9802,1786,10000,30,2,1
07793b2c2868d39c8863972850ae621b,1,#PC8LGYJ2P,1787,10000,,1,0
0779bbd500dd8743f812a5b08ca1faa8,0,#CRVPCJR0V,236,10059,-29,0,0
0779bbd500dd8743f812a5b08ca1faa8,1,#2UQCR2JUG,1368,10060,29,3,1
078b93f5af3f184da38206f1839775ff,0,#PLQ8V9802,1782,10000,,0,0
078b93f5af3f184da38206f1839775ff,1,#PQQL800QL,1783,10000,30,1,1
079bf83eee04435f0133ac637f2aabc2,0,#CRVPCJR0V,,,,3,1
079bf83eee04435f0133ac637f2aabc2,1,#LLVVGC8R2,1382,8396,,0,0
07a28c04d4db9fab73a49c596229fd65,0,#UPUG29UV0,774,,,3,1
07a28c04d4db9fab73a49c596229fd65,1,#URY0QGG0R,774,,,0,0
07a48cb06b1b8d2a9c3225d1258639e4,0,#PPLQ8GVVG,774,,,1,1
07a48cb06b1b8d2a9c3225d1258639e4,1,#R8YCLJUQC,774,,,0,0
07aa08ba0a48bb2f58822aeb157ed80d,0,#JRJ9RQPVQ,3048,4,1,1,1
07aa08ba0a48bb2f58822aeb157ed80d,1,#VQRJU0CRY,556,3,,0,0
07bf3cbe4002035738fd748c75541bb1,0,#20L2QJYGGJ,395,4001,-29,0,0
07bf3cbe4002035738fd748c75541bb1,1,#VLL8PY9UJ,2269,4005,29,1,1
07d7d4db3f13546b45f0180bae8d37e1,0,#CG289JR,103,1,,1,0
07d7d4db3f13546b45f0180bae8d37e1,1,#9YCPR8JC9,97,2,1,3,1
07e12d9cfe02b8bedfb99f6950eb0910,0,#V0GYCJ8QG,,,,0,0
07e12d9cfe02b8bedfb99f6950eb0910,1,#UVJUQQ8R9,1096,7870,,3,1
07e9e1af205745373f90686b76a315f7,0,#J2PQJ9GRY,108,4,1,3,1
07e9e1af205745373f90686b76a315f7,1,#V0R022JGL,3898,4,,2,0
07ed769daadeb9f33e7e37c043d0e8a3,0,#20GLQ89U2R,505,1,,0,0
07ed769daadeb9f33e7e37c043d0e8a3,1,#200YRPURYG,2922,1,1,1,1
07ee745e718a446e520b117b7ffec70b,0,#GC00GU2VV,3390,10000,,0,0
07ee745e718a446e520b117b7ffec70b,1,#2J2R9R0LY,612,10001,29,1,1
08032d3c915adab835aee5bba70acedc,0,#JGPJV2GUC,3587,5,1,1,1
08032d3c915adab835aee5bba70acedc,1,#LLLGYU88P,3588,4,,0,0
0838db8cb73ad2865046cc0c6aff4963,0,#2LCCQGYCR,1109,5,1,3,1
0838db8cb73ad2865046cc0c6aff4963,1,#29RVVL9GV,1838,2,,1,0
0870f892f98e131e78cf02012bdc0506,0,#9UYQQP0RL,435,15153,-30,2,0
0870f892f98e131e78cf02012bdc0506,1,#88CCRLP8,3160,15148,30,3,1
087ac5e3f2161c5882a4659b3c5a69d2,0,#2JU8P922V,2381,10090,30,1,1
087ac5e3f2161c5882a4659b3c5a69d2,1,#8U9J000RP,2389,10090,-30,0,0
08849a6d1ab5109f5f10562e770cd5ec,0,#YPRC0LCRP,531,10060,30,1,1
08849a6d1ab5109f5f10562e770cd5ec,1,#YGU22V8L0,3186,10060,-30,0,0
088540e3fabd55359206506476b57a05,0,#RQQLUUG99,163,6138,-31,1,0
088540e3fabd55359206506476b57a05,1,#8C0LCL0G2,3757,6119,31,2,1
08883d44894c8788198bcd1883f2a287,0,#J2PQJ9GRY,108,3,1,3,1
08883d44894c8788198bcd1883f2a287,1,#LVQQGUPJQ,706,,,0,0
0890dcd2c200588d37f8ada1ff26eec0,0,#U9PYL2CCJ,2831,5893,28,1,1
0890dcd2c200588d37f8ada1ff26eec0,1,#UL2Q8CUQV,2832,5873,-28,0,0
08a8d36d92fd6d70f7925240baac304f,0,#JLV0UUVJ8,2477,9530,,3,1
08a8d36d92fd6d70f7925240baac304f,1,#202UGL8QRR,,,,0,0
08ab838d17ef01609975cce966339d72,0,#8PURYVPQL,52,,,1,0
08ab838d17ef01609975cce966339d72,1,#8988QRUYV,44,,1,3,1
08cfda8fe74a0273108b4b86003e1e83,0,#RCL9GYU9U,696,10000,,0,0
08cfda8fe74a0273108b4b86003e1e83,1,#YC29YYY8,,,,3,1
08e8e0b0bb8f746fc386a1d380aec43a,0,#JJVYVRU0J,969,8,,0,0
08e8e0b0bb8f746fc386a1d380aec43a,1,#UJGYPJRQP,970,6,1,1,1
08fd939e69c26fe25a2003d934489212,0,#2JU8P922V,2374,10120,-30,0,0
08fd939e69c26fe25a2003d934489212,1,#CURVUYGU,2375,10120,30,3,1
09021980b88a754eb51deb83e3f709e9,0,#UJ2GJJLGQ,799,10030,-30,0,0
09021980b88a754eb51deb83e3f709e9,1,#VL9PC02R2,811,10030,30,1,1
091e9c3d88dad6bfd8fa9caaec66b883,0,#V0QV2GLGC,3279,1,1,3,1
091e9c3d88dad6bfd8fa9caaec66b883,1,#VLQ2GCYP9,3280,,,0,0
0935eba5db0771662a20f493285abcc5,0,#LJGUGQRPY,2148,10000,,1,0
0935eba5db0771662a20f493285abcc5,1,#VC8J2C989,279,8500,,2,1
09426bbe8d0e003a32dc479517e15169,0,#8VVPPLVL,64,4,1,1,1
09426bbe8d0e003a32dc479517e15169,1,#CV2JRG2R2,73,7,,0,0
0991ddaf58a34b216f58c1a54e6eb021,0,#VYL2LPCRQ,3946,1892,30,1,1
0991ddaf58a34b216f58c1a54e6eb021,1,#20ULQ9G0CP,3947,1903,-30,0,0
099d8ad2200f37cccbb70dbe3157d1fe,0,#GC00GU2VV,3386,10000,,3,1
099d8ad2200f37cccbb70dbe3157d1fe,1,#U92GRLYJU,,,,0,0
09bb733052a7e43ab81197960f216f56,0,#UGQ2Y888R,875,,,0,0
09bb733052a7e43ab81197960f216f56,1,#9JRYV2LLP,877,,,1,1
09ccbfb3d9a25db75b4090e8117d785b,0,#CCRVCJ2YC,1346,5645,,0,0
09ccbfb3d9a25db75b4090e8117d785b,1,#90Q9Q9P8C,1347,10060,,1,1
09e21035fbacd011f3aaad4e20c410fb,0,#J2PQJ9GRY,108,4,1,3,1
09e21035fbacd011f3aaad4e20c410fb,1,#9L2GP0J0V,86,2,,1,0
09efd11a570d06f83d9bfd6b00306c4b,0,#V0GYCJ8QG,,,,3,1
09efd11a570d06f83d9bfd6b00306c4b,1,#UVJUQQ8R9,1102,7870,,0,0
0a039644f62603777c82f5bd66b0c841,0,#RPQJVQ2J,4221,10111,30,3,1
0a039644f62603777c82f5bd66b0c841,1,#82V9PV8C2,4223,10117,-30,1,0
0a176b510c21cb497875c78192541157,0,#LJGUGQRPY,256,11450,150,1,1
0a176b510c21cb497875c78192541157,1,#GPPV8UY89,2131,11450,-150,0,0
0a20c9f91b53d916647c4dcb5029eb59,0,#YL2LLRPC9,170,4,,1,0
0a20c9f91b53d916647c4dcb5029eb59,1,#UC8CCYG2Q,1810,,1,3,1
0a21204d8013c410eba841a644d54145,0,#20GLQ89U2R,2919,,,0,0
0a21204d8013c410eba841a644d54145,1,#VYG22RQVL,2920,2,1,1,1
0a52010ef6b203f66678cb930ef1e572,0,#8U29CJU2G,59,2,1,1,1
0a52010ef6b203f66678cb930ef1e572,1,#2QJ0LGY88,2220,2,,0,0
0a54090dab579d7dd2369d86d0fa8c40,0,#VQVUQQ2CG,2208,7,1,3,1
0a54090dab579d7dd2369d86d0fa8c40,1,#2000P0LPY8,2209,4,,0,0
0a73aa3e833f61ee39a36d36a3bb53a2,0,#8LPJR8YC2,,,,0,0
0a73aa3e833f61ee39a36d36a3bb53a2,1,#PRCU00G2,2055,9853,,3,1
0a91acf2867cb7f611b01ce4b1a6d755,0,#UJ82800RP,1388,2212,-30,0,0
0a91acf2867cb7f611b01ce4b1a6d755,1,#20PYGRC2CJ,1402,2211,30,1,1
0acb8ab5ab06bb5d2e28da40bd07da03,0,#900GU2GRQ,67,,1,3,1
0acb8ab5ab06bb5d2e28da40bd07da03,1,#8J2PLV9Y,1912,,,0,0
0ad5383b0d4dc76f4f57186ebd4fd50c,0,#C28VCQJPV,3571,1,,0,0
0ad5383b0d4dc76f4f57186ebd4fd50c,1,#PCCYVJGU,3576,1,1,1,1
0af5aec236c40ab331ab0d140c94e72c,0,#UCYQ0PPPL,2727,5000,,0,0
0af5aec236c40ab331ab0d140c94e72c,1,#URGQQYRCJ,2729,5032,27,3,1
0af7764278b3ef8e0932ffcedb2b1a97,0,#RQQLUUG99,163,6166,,3,1
0af7764278b3ef8e0932ffcedb2b1a97,1,#V8RRVG0LC,3745,5296,,0,0
0b4836d99526819fb10298672d7be6e2,0,#2P29V8QUG,1701,7179,,2,1
0b4836d99526819fb10298672d7be6e2,1,#20CRYGJRGG,1701,1663,,0,0
0b5d76e65278b94cf2760c544cec8d07,0,#J2PQJ9GRY,108,1,,1,0
0b5d76e65278b94cf2760c544cec8d07,1,#CU0VPJYQP,1608,4,1,3,1
0b62e29184cbdda69ce8013be6778df8,0,#2P29V8QUG,1706,,,0,0
0b62e29184cbdda69ce8013be6778df8,1,#U2JYCRJ00,1707,,1,1,1
0b773aa32a7a223a10f178952150599e,0,#2P29V8QUG,1717,7361,-29,1,0
0b773aa32a7a223a10f178952150599e,1,#LJJ99YJJ9,1718,7362,29,2,1
0b97128ac1ef2c78f5e3c6009cd672d1,0,#U9PYL2CCJ,2813,5922,30,1,1
0b97128ac1ef2c78f5e3c6009cd672d1,1,#VUUJUYJLC,2826,5927,-30,0,0
0b9df16f2dc35c8c75c17199b7eabbf4,0,#UPUG29UV0,3253,3,,0,0
0b9df16f2dc35c8c75c17199b7eabbf4,1,#JLVUGJL0Y,3254,1,1,1,1
0ba98f1556daba830e269be09671cff4,0,#JJVYVRU0J,977,4,1,3,1
0ba98f1556daba830e269be09671cff4,1,#VPLUPULJ8,978,3,,0,0
0bacdd3aa50e6e7d2b6bf2365ad3d3b0,0,#CCY88P9PG,3530,8804,,3,1
0bacdd3aa50e6e7d2b6bf2365ad3d3b0,1,#V8P9UGQCU,3531,8336,,0,0
0bbb020f53ef5ffaf5f96b0f83ebfc84,0,#GC00GU2VV,3386,10000,,2,1
0bbb020f53ef5ffaf5f96b0f83ebfc84,1,#2YCVC8Q29,3387,8686,,1,0
0bbb3b7415326fac997c5022387a5050,0,#20L2QJYGGJ,395,4001,-29,0,0
0bbb3b7415326fac997c5022387a5050,1,#R8UVCL9GP,2265,4009,29,1,1
0bbf502409a5b7e41a72b2595cb840ff,0,#UCYLPQUCG,930,,,0,0
0bbf502409a5b7e41a72b2595cb840ff,1,#CJY2PCPUR,931,,,3,1
0bcf375f941d13fb2b4e87cbd5001fb8,0,#9RJ8PY2UY,3959,,1,3,1
0bcf375f941d13fb2b4e87cbd5001fb8,1,#LG8LUP8Y0,3960,,,0,0
0bd05730c66edb207115e4af62563ee5,0,#8PCCRLCRC,225,10120,30,1,1
