battle_id,team_side,player_tag,deck_id,starting_trophies,trophy_change,crowns,is_winner
2e87975f26aadd6f410152ef3c39d391,0,#8RPCL9808,2989,,,0,0
2e87975f26aadd6f410152ef3c39d391,1,#P2CRVR82Q,2990,,1,1,1
2e909e047eb3773d13aac968dd1947cb,0,#R9CJLRLR,,,,3,1
2e909e047eb3773d13aac968dd1947cb,1,#P22JU8VQ2,2478,6123,,0,0
2ea5cbba802a87d20ef5395f502dec62,0,#UQQ09RQVR,3488,8531,27,3,1
2ea5cbba802a87d20ef5395f502dec62,1,#UURRGJLCQ,3496,8507,-7,0,0
2eba770afb2912d4f4a6e121e035cc92,0,#2LCCQGYCR,1832,4,1,1,1
2eba770afb2912d4f4a6e121e035cc92,1,#QJGG2CJJ0,1840,2,,0,0
2ebc3ea32df0b3eeb6584473645f5604,0,#22C0LY9J8,697,5,1,2,1
2ebc3ea32df0b3eeb6584473645f5604,1,#R8RRV2GPP,698,5,,1,0
2eda0bc0a3536eae196bfbf26f4516ad,0,#UJ2GJJLGQ,823,3,,0,0
2eda0bc0a3536eae196bfbf26f4516ad,1,#YLRLCGU29,825,3,1,1,1
2f1cb5974925284addcca2830e8a9f19,0,#20PPJYUYCL,172,3433,-29,0,0
2f1cb5974925284addcca2830e8a9f19,1,#VPUL0G9UV,1924,3438,29,1,1
2f1dbae4ac35d6ed2b34acab571b6002,0,#8J2PLV9Y,4308,9214,,0,0
2f1dbae4ac35d6ed2b34acab571b6002,1,#QRG28L9Y,,,,3,1
2f23b57b28c38566127dce89601f37d7,0,#UJ82800RP,1388,2210,-29,0,0
2f23b57b28c38566127dce89601f37d7,1,#20L2VP2YV8,1410,2215,29,1,1
2f2b9b7a51deed08f88cd4c4fa27083f,0,#20R2PVVJ8P,1949,,,2,1
2f2b9b7a51deed08f88cd4c4fa27083f,1,#V8PGCPVJQ,1988,,,1,0
2f2f4a4e32ee83e0b253734c646bb843,0,#U9UQPPGP9,2106,8197,,1,1
2f2f4a4e32ee83e0b253734c646bb843,1,#RPGRUUGVU,2107,8216,,0,0
2f3377bfee7e514562fc31b2365cc533,0,#9RJ8PY2UY,3955,1,1,2,1
2f3377bfee7e514562fc31b2365cc533,1,#C2P98YVP9,3956,2,,0,0
2f38c464eb177955cc86acec10aa9fb8,0,#VRL82UPU2,352,9896,28,3,1
2f38c464eb177955cc86acec10aa9fb8,1,#RJ8R0GLG0,17,9873,-28,0,0
2f3c50b2e0d1b0ac63826b60bec60fa1,0,#2JU8P922V,2371,10060,30,1,1
2f3c50b2e0d1b0ac63826b60bec60fa1,1,#2CG2LCQ82,17,10060,-30,0,0
2f4d2dffe40dcea6cadd415871f7e832,0,#VRL82UPU2,3011,1,1,1,1
2f4d2dffe40dcea6cadd415871f7e832,1,#U2CPC09YY,3012,1,,0,0
2f61d6ec9788c31364bb4b2964c55892,0,#VYL2LPCRQ,3944,1834,30,1,1
2f61d6ec9788c31364bb4b2964c55892,1,#20R28V90UC,3949,1837,-30,0,0
2f6220909fda1ae8d682d721ab229166,0,#ULQCV0R82,3418,,1,3,1
2f6220909fda1ae8d682d721ab229166,1,#CCCCQVQ8Q,3420,1,,0,0
2f66c27111e79e9a0827e421be6d1639,0,#20R2PVVJ8P,1949,,,0,0
2f66c27111e79e9a0827e421be6d1639,1,#V8CLGP82V,1976,,,1,1
2f721f6f312cce54c2e1f9b26d5bbf8c,0,#U9VPQVVG,4120,,,0,0
2f721f6f312cce54c2e1f9b26d5bbf8c,1,#2GGQ8JUQ2,4121,,1,2,1
2f73eba458b227146f7da62d8bc8e52d,0,#GC00GU2VV,,,,0,0
2f73eba458b227146f7da62d8bc8e52d,1,#QYLV88YQ,3412,8422,,3,1
2f8f6a0b9dcbc6798e957967fde0c260,0,#CCRVCJ2YC,1326,3,,0,0
2f8f6a0b9dcbc6798e957967fde0c260,1,#LVUP0LGJU,1327,4,1,3,1
2f96609ccb4445c6ee262c9781b266b7,0,#2JU8P922V,2381,10120,-30,0,0
2f96609ccb4445c6ee262c9781b266b7,1,#8YLC22G,279,10115,30,3,1
2fc86ac31666de2863d1886a0e180777,0,#JGPJV2GUC,3591,3,1,1,1
2fc86ac31666de2863d1886a0e180777,1,#U0L0Q8VVR,3592,4,,0,0
2fcb1f89bdea3d012f25dfecbdf85f24,0,#9GCR9RQP,82,,1,3,1
2fcb1f89bdea3d012f25dfecbdf85f24,1,#JPG88UQ,109,27,,2,0
2fd5bd5c3ef3e37f12e4394799ae1078,0,#8PURYVPQL,2843,,1,2,1
2fd5bd5c3ef3e37f12e4394799ae1078,1,#P809CRC8,2841,,,1,0
2fdfb6bc664f77f5dc133592b9d024d7,0,#JPG88UQ,109,1,1,2,1
2fdfb6bc664f77f5dc133592b9d024d7,1,#2QUVVJG,30,,,0,0
2fe22bf82601fc319f7cf65c100a2d78,0,#PY0UP9GR8,1726,9547,-29,1,0
2fe22bf82601fc319f7cf65c100a2d78,1,#VYRCJ89YQ,1741,9551,29,3,1
300645793921f64df8f469fecf2396e1,0,#JJVYVRU0J,1008,10000,,3,1
300645793921f64df8f469fecf2396e1,1,#PLY9PL0UJ,,,,0,0
302cd2315be7c8ede4583f09e0ac2d72,0,#9JPG98PGG,3426,,,1,0
302cd2315be7c8ede4583f09e0ac2d72,1,#URQP8CG9U,3429,,,3,1
303c17f414a42c60f25228d2ff2f5fb3,0,#LRQ220Y00,3690,4,,0,0
303c17f414a42c60f25228d2ff2f5fb3,1,#29UYYPY9Q,193,4,1,1,1
303c43f73c4350b4036d3f5872ee862e,0,#22C0LY9J8,697,4,1,1,1
303c43f73c4350b4036d3f5872ee862e,1,#YU8UV2RC8,717,4,,0,0
305018ef9163d506a08a8a4623db2e53,0,#9GCR9RQP,82,1,,0,0
305018ef9163d506a08a8a4623db2e53,1,#RLJ0RCQU,1115,2,1,3,1
3060c0f973916483fa46d9828ee0a6aa,0,#2P2Q99G9C,4017,5,,0,0
3060c0f973916483fa46d9828ee0a6aa,1,#2VLVPRJQ8,4018,3,1,3,1
30650a314baeff92899cde197d466e47,0,#9QV9JCYLU,,,,3,1
30650a314baeff92899cde197d466e47,1,#20JRU98UCP,1677,7147,,0,0
307162c72ceecca0d390f3bdd8aefad4,0,#RQQLUUG99,3743,6166,-29,0,0
307162c72ceecca0d390f3bdd8aefad4,1,#UGJR92J2L,3744,6177,29,2,1
30854c92ce08bc8343f6436cce0bcf53,0,#8VVPPLVL,64,3,1,3,1
30854c92ce08bc8343f6436cce0bcf53,1,#8V9CC2Y0P,1294,2,,1,0
30a113452436f2378ba229b4e6d03309,0,#CJ9GLJCLJ,2540,10180,-30,0,0
30a113452436f2378ba229b4e6d03309,1,#RP88PRYYY,2546,10180,30,1,1
30e333b219233581684ff09a00a84af7,0,#JJVYVRU0J,991,,1,3,1
30e333b219233581684ff09a00a84af7,1,#VCRCCR0CV,992,,,0,0
310f919ccb13dc3e455bd7edfc944dbb,0,#YLQVVQLV,736,3,1,3,1
310f919ccb13dc3e455bd7edfc944dbb,1,#8JY8JCQ9,741,3,,0,0
311b4ef78aba0a472a85f6b547b4e664,0,#UJ82800RP,1388,2181,30,3,1
311b4ef78aba0a472a85f6b547b4e664,1,#VL8J99Q0U,1409,2181,-30,0,0
313d276245891bc5548605719ca9ea7f,0,#8LPJR8YC2,49,10000,30,3,1
313d276245891bc5548605719ca9ea7f,1,#82UUUU0CL,2047,10000,,0,0
31861f281861a6d0299f70d00a8ae8fa,0,#CG289JR,,,,0,0
31861f281861a6d0299f70d00a8ae8fa,1,#RC2V8L2V8,2313,7060,,3,1
319267315c9210f862a6c879a3bb1a8a,0,#UJLJPR8RQ,4302,4388,,0,0
319267315c9210f862a6c879a3bb1a8a,1,#Q002QQ88Q,,,,3,1
3195d93a2540a7b582256d6a9aec8a8a,0,#Y8CYUUPRL,378,3,1,1,1
3195d93a2540a7b582256d6a9aec8a8a,1,#PJCQYG8VQ,4228,,,0,0
31961ee6c634fba437818620a10f63de,0,#UVYGV9G98,1188,6014,,1,1
31961ee6c634fba437818620a10f63de,1,#CVYGGPLLU,1189,7244,,0,0
319ad9e60b50ab9d1a1516862daf05ca,0,#G090LP2P,3848,1,1,1,1
319ad9e60b50ab9d1a1516862daf05ca,1,#PLGYCPJR2,3849,1,,0,0
31da020633176850fcacb96e8d0b348a,0,#P9UVQ988J,127,,1,3,1
31da020633176850fcacb96e8d0b348a,1,#PP8LQUU2L,1603,1,,0,0
320d9a4bf9d68e14b54f35577a573629,0,#U9UQPPGP9,500,8224,31,2,1
320d9a4bf9d68e14b54f35577a573629,1,#VJ90CVU9R,2094,8241,-31,1,0
32285365bcd8407d9d53356f351136d4,0,#20GLQ89U2R,505,,,0,0
32285365bcd8407d9d53356f351136d4,1,#U9G8VRVJJ,2910,,,1,1
322e765ddee76691af781682cd60e60b,0,#V0QV2GLGC,317,4690,-30,0,0
322e765ddee76691af781682cd60e60b,1,#VL2VV0YVQ,3302,4690,30,3,1
325051ee39afc8e0ffa45da46d41f597,0,#22C0LY9J8,3,,30,2,1
325051ee39afc8e0ffa45da46d41f597,1,#999ULV890,703,,,0,0
327d22f33f299b06b5bae120d0a6f273,0,#2GLUJVVP2,287,10112,30,1,1
327d22f33f299b06b5bae120d0a6f273,1,#9PCPCQQJ,2591,10118,-30,0,0
3280124315d37682767cea9bdf68e74a,0,#8UL0UCJLP,3725,10000,,0,0
3280124315d37682767cea9bdf68e74a,1,#CP28PGV88,3733,10030,,1,1
3287b23759647a77d89c185ca93f5bd2,0,#JGPJV2GUC,3618,10000,,3,1
3287b23759647a77d89c185ca93f5bd2,1,#QCLRYUVYQ,,,,0,0
328eadeb4be2ef343802befdc8760a16,0,#20YUJLVP8C,402,8818,30,1,1
328eadeb4be2ef343802befdc8760a16,1,#LJ8V0CJVU,17,8824,-30,0,0
32978283c9f1faef0fbd2d0ed83ba5e7,0,#UJ2CCYJ9L,965,6256,,3,1
32978283c9f1faef0fbd2d0ed83ba5e7,1,#9QRGVQ0QL,,,,0,0
32a9217c67dd29505e08d63b7e9d01b9,0,#UV0GJJUCG,309,10065,-28,0,0
32a9217c67dd29505e08d63b7e9d01b9,1,#2U98L08VY,1255,10083,28,1,1
32a9d430a1da01624e04310979ad339b,0,#2JRY2P80G,4133,9848,-33,0,0
32a9d430a1da01624e04310979ad339b,1,#809VVC2J0,4156,9812,33,1,1
32ae6b91cdb25f083a79aa6e8e686777,0,#R92VVY0R,17,,,1,0
32ae6b91cdb25f083a79aa6e8e686777,1,#8L2G20GC,48,,1,3,1
32c171ab07ed385f3454dd90629ebd34,0,#RPQJVQ2J,491,10082,30,1,1
32c171ab07ed385f3454dd90629ebd34,1,#U9PJ29U,4218,10086,-30,0,0
32c4161afb3f32b34dc700c180b3f5ac,0,#2GLUJVVP2,287,2,,1,0
32c4161afb3f32b34dc700c180b3f5ac,1,#200RVGL202,2582,2,1,3,1
32ca8a8b54b81cad3b090181a66e4611,0,#VLU92Y20P,2623,2495,-31,1,0
32ca8a8b54b81cad3b090181a66e4611,1,#VQY98G9RC,2624,2483,31,3,1
32ce8bfc636cfead0b08a5c0ebb32b3d,0,#8PCCRLCRC,225,15235,29,1,1
32ce8bfc636cfead0b08a5c0ebb32b3d,1,#PJRCYQ28L,3241,15234,-29,0,0
331155190054a639c2137a524cf1ca1c,0,#20YUJLVP8C,762,4,,0,0
331155190054a639c2137a524cf1ca1c,1,#2JUYPPGGV,763,9,1,1,1
3333303e269929b876ca2566334b6194,0,#R92VVY0R,4164,3,1,3,1
3333303e269929b876ca2566334b6194,1,#G8CU8L0LJ,4183,3,,0,0
33487fef4038ee3e5a789e4caae3ca15,0,#JP9GCLYGP,249,9168,-29,1,0
33487fef4038ee3e5a789e4caae3ca15,1,#JQRCP8R2Q,2339,9177,29,2,1
33508498819594ce21375465797fff5e,0,#8C0QC8RQ2,2080,10000,,0,0
33508498819594ce21375465797fff5e,1,#U8V2YC0UG,2081,10000,150,1,1
3366a7c28d0309e5b4eb0d3a1b943eea,0,#LQLY9PUQC,4051,3,,0,0
3366a7c28d0309e5b4eb0d3a1b943eea,1,#QYQJ8PJG2,4052,2,1,3,1
3369977628708e088b4a190d754323d8,0,#V0GYCJ8QG,315,10150,30,1,1
3369977628708e088b4a190d754323d8,1,#CQ808LCPJ,1082,10150,-30,0,0
336b88dbbdfb8ae4a2320904918fc1b0,0,#P2GRVQGVU,125,,,0,0
336b88dbbdfb8ae4a2320904918fc1b0,1,#V2GL9CYL9,4037,,1,3,1
3373d247a877f422f29b845dd19cc633,0,#LJGUGQRPY,2122,,1,2,1
3373d247a877f422f29b845dd19cc633,1,#CUC2GULUC,2123,1,,0,0
33951684bd56869d6d4057dd707f1f74,0,#20GLQ89U2R,505,1,,0,0
33951684bd56869d6d4057dd707f1f74,1,#20URJP8GLJ,2926,1,1,1,1
3397ddf64ffa06d30c928e6640bbe90d,0,#UJ82800RP,1388,2272,31,3,1
3397ddf64ffa06d30c928e6640bbe90d,1,#200Q09L8YC,1398,2292,-31,1,0
33b5f518b5bd528fa76e8b613ca00d51,0,#8902Y88LG,2419,,1,1,1
33b5f518b5bd528fa76e8b613ca00d51,1,#928LGYURV,2420,1,,0,0
33e9cf827e6a9b1b216947a26167b194,0,#8902Y88LG,2403,4,1,2,1
33e9cf827e6a9b1b216947a26167b194,1,#8GRQCC0PL,2404,4,,1,0
3424448e05baa30104dbf28abc935008,0,#UV9L0C9LR,1448,6679,,0,0
3424448e05baa30104dbf28abc935008,1,#22U29CURC,,,,3,1
342b3348fcb073eafbbf9617f0cbb67e,0,#J2PQJ9GRY,108,4,,0,0
342b3348fcb073eafbbf9617f0cbb67e,1,#U8LVUVJQL,3899,2,1,3,1
344831f5967c7a292e4e755e42bac172,0,#VRL82UPU2,3039,1,1,2,1
344831f5967c7a292e4e755e42bac172,1,#VV9CY9J8Y,3040,1,,1,0
3451f4b077d640060cf01d9bb217e3be,0,#LUL082VL,468,10000,,0,0
3451f4b077d640060cf01d9bb217e3be,1,#YPRV8UPJ,1204,10000,30,3,1
3459c4bed58582dc30c043c8b6f773f1,0,#CRVPCJR0V,,,,0,0
3459c4bed58582dc30c043c8b6f773f1,1,#PYQ9VLY9U,1380,8650,,3,1
3479c30343b466799c08975aa62430f8,0,#RQQLUUG99,163,6136,30,2,1
3479c30343b466799c08975aa62430f8,1,#VLVUUJJVY,3746,6136,-30,0,0
34be578a70111ff0709eddccb88742b7,0,#22C0LY9J8,697,1,1,1,1
34be578a70111ff0709eddccb88742b7,1,#L9U8J0G9Q,289,1,,0,0
34c83c1ed6be71e517f59ffa7553db6d,0,#U9VPQVVG,4095,10030,30,1,1
34c83c1ed6be71e517f59ffa7553db6d,1,#222LY28RV,4098,10030,-30,0,0
34ce79854ca2ac37b123e446c11ed6ca,0,#LJRYYYGLG,1491,2,,0,0
34ce79854ca2ac37b123e446c11ed6ca,1,#VJYVQLQGR,1492,1,1,1,1
34d8871e70fae0ab558053381c03bfdf,0,#8Q9QJV22,602,4,1,1,1
34d8871e70fae0ab558053381c03bfdf,1,#P92CUQV2Q,605,3,,0,0
34e31c82b80c5248cfd6e6fa3ab9f108,0,#20GLQ89U2R,394,7045,28,2,1
34e31c82b80c5248cfd6e6fa3ab9f108,1,#20J9CJYGGY,1626,7030,-28,1,0
34fe2a3e93a74517869a2212f7489a6b,0,#YPRC0LCRP,3204,10000,,1,1
34fe2a3e93a74517869a2212f7489a6b,1,#UGGJRJGGC,3205,10000,,0,0
35094ab81a4913eb7fdbd48517998f14,0,#LJRYYYGLG,1467,6440,-31,0,0
35094ab81a4913eb7fdbd48517998f14,1,#V82Y22QY0,1468,6425,31,3,1
3512b9a8e7c0221544933e632ddee8eb,0,#20YUJLVP8C,774,,,1,1
3512b9a8e7c0221544933e632ddee8eb,1,#VJV9CG9JQ,774,,,0,0
3513ae236b0e5ad3173acf0f09f6ad9d,0,#8LPJR8YC2,49,1,,1,0
3513ae236b0e5ad3173acf0f09f6ad9d,1,#JU2RG02CJ,110,,1,2,1
3537eb13217d8052aa82363fca427338,0,#9QV9JCYLU,169,9,1,2,1
3537eb13217d8052aa82363fca427338,1,#22G22Q9J,1650,13,,1,0
3558bf7e4ae2bd632d46b3b04d0a51cb,0,#R9CJLRLR,2461,,,1,0
3558bf7e4ae2bd632d46b3b04d0a51cb,1,#YPCQY9VL,2464,,1,3,1
355d2b37650b362203a2de20c57b8b8c,0,#20L2QJYGGJ,,,,0,0
355d2b37650b362203a2de20c57b8b8c,1,#GGLY0PYJU,2289,8713,,3,1
3573ebd45540aa7c2e1488aa78858965,0,#902PCG9V2,1573,16,,0,0
3573ebd45540aa7c2e1488aa78858965,1,#29PJV0LQ2,1574,8,1,1,1
359f5cf6d59972eda72b7e70c509a359,0,#U9PYL2CCJ,2813,5980,32,3,1
359f5cf6d59972eda72b7e70c509a359,1,#V9G0CUVPR,2824,6008,-8,1,0
35b4d5edf4c66ef84364af8f5337d092,0,#VCRCCR0CV,333,4903,30,3,1
35b4d5edf4c66ef84364af8f5337d092,1,#VVRY8CCCL,1052,4903,-30,0,0
35c2478e130558e91e8f093aebc38928,0,#JGPJV2GUC,245,13500,150,1,1
35c2478e130558e91e8f093aebc38928,1,#JJJ9PU002,3609,13500,,0,0
35e4d07dace4d83a40c6203c0bf9b4d1,0,#UQQ09RQVR,3471,,,0,0
35e4d07dace4d83a40c6203c0bf9b4d1,1,#RG0LQ92GP,3472,6,1,1,1
35ee72031bc9c1662f73932e30261d9e,0,#J0Y92RQG8,1509,1,,0,0
35ee72031bc9c1662f73932e30261d9e,1,#U0928GGRJ,1510,1,1,1,1
36046a75b1bd65ca29cec1015e2864aa,0,#JP9GCLYGP,2319,3,,0,0
36046a75b1bd65ca29cec1015e2864aa,1,#GUUJC9RJU,2320,4,1,1,1
360bc0d591cd275b3608e88b37ec2f46,0,#G090LP2P,3864,7,,1,0
360bc0d591cd275b3608e88b37ec2f46,1,#G009UP9JL,3865,8,1,2,1
360c1a599e94acf84b13e042c2206205,0,#20PPJYUYCL,1944,3248,29,2,1
360c1a599e94acf84b13e042c2206205,1,#V8CJGPVPU,1946,3242,-29,1,0
363866f458e26798ff54c3c684b761ba,0,#LJRYYYGLG,1493,2,,0,0
363866f458e26798ff54c3c684b761ba,1,#2J2GPJPQ2,1494,,1,1,1
363b2970340f0d64a4861afd1de1b2c8,0,#CCY88P9PG,3534,,,0,0
363b2970340f0d64a4861afd1de1b2c8,1,#YG8VJJPLJ,3538,,,1,1
3651240ece5e2dfc49dac77d1f776d5f,0,#UJ2CCYJ9L,232,,,1,1
3651240ece5e2dfc49dac77d1f776d5f,1,#JQ0QGQJPQ,231,,,0,0
3674b3b7b6c46c20fe64e4e1f3340782,0,#8RPCL9808,1833,1,,0,0
3674b3b7b6c46c20fe64e4e1f3340782,1,#LGRPG0P,116,11,1,3,1
36865f1e3904db0da36b2472fb61f330,0,#PLQ8V9802,563,10000,,0,0
36865f1e3904db0da36b2472fb61f330,1,#QC9JQY,1760,10000,30,3,1
36b9e86f47ba6cac544dbb36e45de02c,0,#UGQ2Y888R,,,,0,0
36b9e86f47ba6cac544dbb36e45de02c,1,#VG0GR0VUL,880,8280,,3,1
36c15817777a915823f79abc9b2d2c6f,0,#JPG88UQ,109,2,,1,0
36c15817777a915823f79abc9b2d2c6f,1,#92PCCVYR,2031,2,1,3,1
36dae9801cfb81022b14c5492b988075,0,#2RGVLCY90,415,10538,-30,1,0
36dae9801cfb81022b14c5492b988075,1,#P9PPYCQGR,3791,10529,30,2,1
36ddc9128dd72450f5401924fdfde647,0,#9QV9JCYLU,169,1,1,3,1
36ddc9128dd72450f5401924fdfde647,1,#9L8VPU0YQ,1662,15,,1,0
36fa555f10cd5f9f5c1f38f491cfd461,0,#V0QV2GLGC,317,4660,30,1,1
36fa555f10cd5f9f5c1f38f491cfd461,1,#VQGCQJ922,3303,4660,-30,0,0
371ecbe45b392d865ee16e2d87aac0ad,0,#20YUJLVP8C,794,7949,,3,1
371ecbe45b392d865ee16e2d87aac0ad,1,#8L0QJRCQU,,,,0,0
3725c788547e1ebbad8eae7cec9bc3ee,0,#8PR98UC08,3631,10090,,0,0
3725c788547e1ebbad8eae7cec9bc3ee,1,#282G99QP0,3632,10146,,1,1
3727b230d50ddf4e32c8b080ba0dc8f9,0,#22C0LY9J8,697,11,,0,0
3727b230d50ddf4e32c8b080ba0dc8f9,1,#UQ2LGCRVP,721,11,1,1,1
3733e4b003eb3a957c8832e9ee582dfb,0,#U9VPQVVG,4101,10000,,3,1
3733e4b003eb3a957c8832e9ee582dfb,1,#Y00Y882G8,4109,10000,,1,0
37379e58085dfbc26c27d62d76774c5a,0,#P9UVQ988J,1595,,1,3,1
37379e58085dfbc26c27d62d76774c5a,1,#R9CJLRLR,1596,1,,0,0
3761e471815376227a784bc12eafbaa1,0,#CRVPCJR0V,236,10030,30,3,1
3761e471815376227a784bc12eafbaa1,1,#CLYU0LJQG,1356,10030,-30,1,0
3784050ecf800684e5922f411a7e5aee,0,#9GCR9RQP,82,2,1,2,1
3784050ecf800684e5922f411a7e5aee,1,#VLYPCQ88,1113,,,1,0
378f8e7f5415542c22849b3b6d11bd20,0,#R9CJLRLR,2456,10000,,3,1
378f8e7f5415542c22849b3b6d11bd20,1,#2GJC2UVYQ,,,,0,0
37a89b8a8b34f93d4350b93d054b0daa,0,#UCYQ0PPPL,2721,5000,30,1,1
37a89b8a8b34f93d4350b93d054b0daa,1,#VYRC20RVP,2724,5000,,0,0
37ad2bc5477e755d4f91e9e13d64b3c2,0,#LQLY9PUQC,4082,1,1,1,1
37ad2bc5477e755d4f91e9e13d64b3c2,1,#YG2G8YCVQ,4083,,,0,0
37b99d47bc9ba5bd67c3c5a48f7bcb25,0,#L09YVPJCG,3340,,1,1,1
37b99d47bc9ba5bd67c3c5a48f7bcb25,1,#9VCQPQ0C,3341,1,,0,0
37d033465d623cee509e7dd0a4780134,0,#JP9GCLYGP,249,9167,-30,1,0
37d033465d623cee509e7dd0a4780134,1,#LRU2YGCL8,2356,9163,30,2,1
37d27eede34cd95fd73f8cab64dd6e68,0,#20PPJYUYCL,1941,3220,-27,0,0
37d27eede34cd95fd73f8cab64dd6e68,1,#20JPRY880G,1942,3251,27,3,1
37d7ad483daac3f6dedeace4c9662f66,0,#L8JP0YC,632,,,3,1
37d7ad483daac3f6dedeace4c9662f66,1,#JG82CPYPY,633,,,0,0
37ddf048d69d23c45e78b003e7fc1e4c,0,#LUL082VL,468,14115,160,1,1
37ddf048d69d23c45e78b003e7fc1e4c,1,#RGC09PYQ2,1211,14140,-160,0,0
384db4db3c68b164d6da0deb6b25660b,0,#JGPJV2GUC,245,13650,150,3,1
384db4db3c68b164d6da0deb6b25660b,1,#2PPP22J8R,3607,13650,-150,0,0
386c6be81e9c2318e925fbe7d7b74157,0,#VP002PCU2,2680,7020,,1,1
386c6be81e9c2318e925fbe7d7b74157,1,#2PPP20YUR,2681,4641,,0,0
387176fa5d7068a5908c182ebc4624a3,0,#R9CJLRLR,2454,1,,0,0
387176fa5d7068a5908c182ebc4624a3,1,#9PCQ0Q2G8,87,1,1,1,1
38757d4c533908bacf8bd9256472c763,0,#P8R0QGPCU,881,9,,0,0
38757d4c533908bacf8bd9256472c763,1,#YR2QL22LL,882,8,1,1,1
38ae46bd10b6e082e7d076a2ed28ad25,0,#8902Y88LG,2407,2,1,1,1
38ae46bd10b6e082e7d076a2ed28ad25,1,#2YQ9QRPLQ,2408,3,,0,0
38b8cbaa8d2d1e8443fce7999ea0a035,0,#JRJ9RQPVQ,3059,10094,-30,0,0
38b8cbaa8d2d1e8443fce7999ea0a035,1,#V800YPLL2,3064,10093,30,1,1
38bc2672a63b8297339e2ce9422c9a57,0,#G090LP2P,3838,1,,0,0
38bc2672a63b8297339e2ce9422c9a57,1,#JP0L8PPG,3839,2,1,1,1
38ce632c1919fa15728f3178f3bb4d65,0,#8PURYVPQL,,,,0,0
38ce632c1919fa15728f3178f3bb4d65,1,#Y9098V9YJ,2858,9502,,3,1
38f5d703cc86ce39772265c207d047f7,0,#V0QV2GLGC,317,4603,-3,1,0
38f5d703cc86ce39772265c207d047f7,1,#208VJ28VV0,3308,4600,30,2,1
3906dc3373ef1698a62dc431480482ed,0,#JGPJV2GUC,245,10060,30,1,1
3906dc3373ef1698a62dc431480482ed,1,#C8RCG00UU,3602,10060,-30,0,0
390c46e8d004315f5ae34eb93e3d4eef,0,#YL2LLRPC9,170,,30,3,1
390c46e8d004315f5ae34eb93e3d4eef,1,#QQVJYJ8CQ,1817,,,0,0
391051f22eb2cdeda11e5e88d76972ef,0,#CG289JR,,,,3,1
391051f22eb2cdeda11e5e88d76972ef,1,#RC2V8L2V8,2314,7060,,0,0
3910bee023810116efc0469b7d080e49,0,#8Q9QJV22,602,,,0,0
3910bee023810116efc0469b7d080e49,1,#2PPVJQJG2,619,,30,1,1
393f9ed60da290a2013142d0b2af52a2,0,#8RPCL9808,2973,4,,0,0
393f9ed60da290a2013142d0b2af52a2,1,#RG280CP0,2974,4,1,1,1
3948d5987095c2d54a1a192b9ea9f267,0,#LJGUGQRPY,256,11150,150,1,1
3948d5987095c2d54a1a192b9ea9f267,1,#VYRV2YLCC,2136,11150,-150,0,0
3948fbf3a8ed22ba4b4f932cbdbe8200,0,#P8R0QGPCU,260,10150,30,2,1
3948fbf3a8ed22ba4b4f932cbdbe8200,1,#PRVL2YGQ8,916,10150,-30,0,0
394b1df720dcd47ca7eec15322c5a74b,0,#UJ2CCYJ9L,232,,,1,0
394b1df720dcd47ca7eec15322c5a74b,1,#200UCU0209,935,,,2,1
397b9579482ec32f49488c4e1c60dcbf,0,#RPQJVQ2J,4201,1,1,2,1
397b9579482ec32f49488c4e1c60dcbf,1,#2PLC82R90,4202,1,,1,0
399301ed3bfaaf70d8b4e7ead411591d,0,#2LCCQGYCR,1109,6,1,3,1
399301ed3bfaaf70d8b4e7ead411591d,1,#9L8VPU0YQ,1837,25,,0,0
39d03982e1a5cf75d36b8b25f56956f6,0,#9UYQQP0RL,,,,3,1
39d03982e1a5cf75d36b8b25f56956f6,1,#209PJQYR0G,3166,7353,,0,0
39d2d423f565fd4654986585b5ddc408,0,#YPRC0LCRP,,10000,,1,0
39d2d423f565fd4654986585b5ddc408,1,#2PUGCUCG2,,10000,,3,1
39e49cdc314b14fcad60e1dc1e54e1ec,0,#U9VPQVVG,4095,10000,,0,0
39e49cdc314b14fcad60e1dc1e54e1ec,1,#CQ2VVUCL,4100,10030,27,1,1
3a19ea4000d6e9294e52089f079c54f7,0,#JPG88UQ,,,,0,0
3a19ea4000d6e9294e52089f079c54f7,1,#UJ0VQJQUJ,3121,7680,,3,1
3a35600c0d67cc950912757fa2f8de34,0,#2LCCQGYCR,1109,1,1,3,1
3a35600c0d67cc950912757fa2f8de34,1,#YQRP9YV8G,160,3,,2,0
3a37503f1f4b2126fe0d4167cf5c606d,0,#90U8RQJ09,427,10030,30,2,1
3a37503f1f4b2126fe0d4167cf5c606d,1,#8Y2J2YLQ8,1147,10030,-30,1,0
3a4cf4c32ae8dfb10c11b86652fb8f89,0,#8902Y88LG,2421,,1,2,1
3a4cf4c32ae8dfb10c11b86652fb8f89,1,#2RGJVGG9J,2422,2,,1,0
3a65fb47c69fc921724a4d678efa3609,0,#VLU92Y20P,2625,2524,-29,0,0
3a65fb47c69fc921724a4d678efa3609,1,#20PR2UY0U0,2626,2528,29,1,1
3ad2504599281c44734ea6749f1b9186,0,#RCL9GYU9U,683,,,0,0
3ad2504599281c44734ea6749f1b9186,1,#89CV98CRU,685,,,1,1
3add5ecebb834c8355de90a59e38abcf,0,#VQVUQQ2CG,523,7391,30,1,1
3add5ecebb834c8355de90a59e38abcf,1,#VYJ0RUQGR,17,7393,-30,0,0
